"ID";"Periods";"TotalSupply_1";"IndigenousProduction_2";"ProductionFromOtherSources_3";"ImportsOfGaseousNaturalGasTotal_4";"ImportsViaNorway_5";"ImportsViaGermany_6";"ImportsViaBelgium_7";"ImportsViaUnitedKingdom_8";"ImportsViaDenmark_9";"ImportsOfLNGTotal_10";"ImportsViaTheUnitedStates_11";"ImportsViaNorway_12";"ImportsViaRussia_13";"ImportsViaAfrica_14";"ImportsViaAsia_15";"ImportsViaAmericaExcludingUS_16";"ImportsViaOtherUnknown_17";"ExportsOfGaseousNaturalGasTotal_18";"ExportsToNorway_19";"ExportsToGermany_20";"ExportsToBelgium_21";"ExportsToUnitedKingdom_22";"ExportsToDenmark_23";"ExportsOfLiquefiedNaturalGasLNG_24";"Bunkers_25";"StockChange_26";"TotalConsumption_27";"TotalViaTheMainGrid_28";"ElectricityPowerPlants_29";"OtherConsumers_30";"ViaRegionalGrids_31";"ConsumptionByProductionAndTransport_32";"ClosingStock_33";"ClosingStockGaseousGas_34";"ClosingStockLiquefiedNaturalGas_35";"Flaring_36";"StorageCapacityTotal_37";"StorageCapacityGaseousGas_38";"StorageCapacityLiquefiedNaturalGas_39"
"698";"2020KW03";"    8274";"    3989";"      65";"   12256";"    6326";"    2520";"    1833";"    1319";"     257";"    1565";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    6442";"";"    4133";"    2308";"       0";"";"     277";"      36";"   -2847";"    8274";"       .";"    3125";"       .";"       .";"     180";"   13611";"   13459";"     151";"       6";"   14724";"   14309";"     416"
"699";"2020MM10";"    3418";"    1924";"      21";"    3999";"    1988";"    1428";"     487";"      21";"      76";"     540";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3107";"";"    1622";"    1208";"     277";"";"     190";"      14";"     244";"    3418";"       .";"     765";"       .";"       .";"      56";"   13366";"   13120";"     246";"       2";"   15054";"   14638";"     416"
"700";"2020MM11";"    3812";"    1905";"      21";"    4129";"    1759";"    1810";"     406";"      57";"      97";"     683";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3252";"";"    1762";"    1221";"     269";"";"     106";"      13";"     446";"    3812";"       .";"     890";"       .";"       .";"      63";"   12921";"   12657";"     264";"       2";"   15089";"   14673";"     416"
"701";"2020MM12";"    4824";"    2130";"      21";"    4216";"    1703";"    2177";"     245";"      52";"      39";"     347";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3702";"";"    1787";"    1413";"     501";"";"      33";"      18";"    1862";"    4824";"       .";"     878";"       .";"       .";"      66";"   11059";"   10704";"     354";"       1";"   15143";"   14728";"     416"
"702";"2020KW04";"   12054";"    5959";"      63";"   12344";"    5450";"    5416";"    1138";"     129";"     212";"    1570";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   10060";"";"    5171";"    3842";"    1047";"";"     329";"      45";"    2552";"   12054";"       .";"    2533";"       .";"       .";"     184";"   11059";"   10704";"     354";"       5";"   15143";"   14728";"     416"
"703";"2021MM01";"    5596";"    2301";"      22";"    5112";"    2298";"    2669";"       0";"      51";"      93";"     336";"     100";"       0";"     233";"       0";"       0";"       0";"       3";"    5845";"";"    2158";"    2247";"    1440";"";"     338";"      15";"    4022";"    5596";"       .";"     820";"       .";"       .";"      71";"    7037";"    6757";"     280";"       8";"   15143";"   14728";"     416"
"704";"2021MM02";"    4623";"    1862";"      21";"    3711";"    1591";"    1763";"     236";"      42";"      79";"     431";"     133";"       0";"     142";"       0";"       0";"       0";"     155";"    3814";"";"    2175";"    1126";"     513";"";"      42";"      18";"    2473";"    4623";"       .";"     822";"       .";"       .";"      64";"    4564";"    4463";"     102";"       7";"   15136";"   14720";"     416"
"705";"2021MM03";"    4415";"    2090";"      19";"    3963";"    1658";"    1685";"     509";"      24";"      88";"    1224";"     688";"       4";"     214";"      99";"       0";"     196";"      23";"    3905";"";"    2370";"    1346";"     189";"";"      26";"      15";"    1064";"    4415";"       .";"     846";"       .";"       .";"      64";"    3500";"    3338";"     162";"       8";"   15136";"   14720";"     416"
"706";"2021KW01";"   14635";"    6253";"      62";"   12786";"    5547";"    6118";"     745";"     117";"     260";"    1991";"     920";"       4";"     589";"      99";"       0";"     196";"     182";"   13564";"";"    6703";"    4720";"    2142";"";"     406";"      47";"    7559";"   14635";"       .";"    2488";"       .";"       .";"     198";"    3500";"    3338";"     162";"      23";"   15136";"   14720";"     416"
"707";"2021MM04";"    3657";"    2053";"      19";"    3209";"    1396";"     909";"     787";"      43";"      74";"    1299";"     620";"       0";"     421";"     128";"       0";"     128";"       3";"    3470";"";"    2177";"    1261";"      32";"";"      75";"      15";"     637";"    3657";"       .";"     604";"       .";"       .";"      62";"    2863";"    2640";"     223";"       8";"   15136";"   14720";"     416"
"708";"2021MM05";"    2979";"    1988";"      23";"    3108";"    1276";"     844";"     848";"      48";"      92";"    1269";"     815";"       0";"     234";"     217";"       0";"       0";"       3";"    3022";"";"    1857";"    1107";"      58";"";"      58";"      15";"    -314";"    2979";"       .";"     543";"       .";"       .";"      63";"    3178";"    3043";"     134";"       8";"   15136";"   14720";"     416"
"709";"2021MM06";"    2306";"    1393";"      25";"    3506";"    1918";"     667";"     706";"     132";"      83";"     668";"     317";"       0";"     345";"       0";"       0";"       0";"       6";"    1805";"";"    1331";"     474";"       0";"";"      38";"      16";"   -1427";"    2306";"       .";"     717";"       .";"       .";"      59";"    4604";"    4336";"     268";"       7";"   15136";"   14720";"     416"
"710";"2021KW02";"    8942";"    5435";"      66";"    9823";"    4590";"    2419";"    2342";"     223";"     249";"    3236";"    1752";"       0";"    1000";"     345";"       0";"     128";"      12";"    8298";"";"    5365";"    2843";"      90";"";"     171";"      45";"   -1104";"    8942";"       .";"    1863";"       .";"       .";"     184";"    4604";"    4336";"     268";"      23";"   15136";"   14720";"     416"
"711";"2021MM07";"    2151";"    1557";"      24";"    3702";"    2220";"     549";"     687";"     159";"      87";"     428";"     245";"       0";"      90";"       0";"      83";"       0";"       9";"    2127";"";"    1373";"     754";"       0";"";"     143";"      13";"   -1277";"    2151";"       .";"     543";"       .";"       .";"      56";"    5881";"    5564";"     318";"       7";"   15136";"   14720";"     416"
"712";"2021MM08";"    1838";"    1520";"      24";"    3987";"    2526";"     668";"     569";"     137";"      88";"     359";"     232";"       0";"     115";"       0";"       0";"       0";"      13";"    2417";"";"    1616";"     801";"       0";"";"     173";"      20";"   -1443";"    1838";"       .";"     235";"       .";"       .";"      54";"    7324";"    7097";"     227";"       7";"   15136";"   14720";"     416"
"713";"2021MM09";"    2134";"    1383";"      21";"    4132";"    2419";"     660";"     813";"     165";"      76";"     718";"     198";"       0";"     224";"     192";"       0";"       0";"     104";"    2430";"";"    1704";"     726";"       0";"";"     137";"      14";"   -1539";"    2134";"       .";"     482";"       .";"       .";"      51";"    8863";"    8618";"     245";"       5";"   15136";"   14720";"     416"
"714";"2021KW03";"    6123";"    4461";"      69";"   11821";"    7165";"    1878";"    2068";"     461";"     250";"    1505";"     675";"       0";"     429";"     192";"      83";"       0";"     126";"    6974";"";"    4692";"    2282";"       0";"";"     453";"      47";"   -4259";"    6123";"       .";"    1260";"       .";"       .";"     160";"    8863";"    8618";"     245";"      20";"   15136";"   14720";"     416"
"715";"2021MM10";"    2584";"    1206";"      24";"    3921";"    2042";"     513";"     883";"     401";"      82";"     976";"     490";"       0";"     355";"     114";"       0";"       0";"      17";"    3466";"";"    2535";"     931";"       0";"";"     142";"       6";"      73";"    2584";"       .";"     383";"       .";"       .";"      65";"    8790";"    8560";"     230";"       8";"   15136";"   14720";"     416"
"716";"2021MM11";"    3669";"    1518";"      22";"    3530";"    1541";"    1148";"     646";"     109";"      85";"     878";"     203";"       0";"     332";"       0";"     142";"      87";"     114";"    3205";"";"    2215";"     874";"     116";"";"      76";"       5";"    1007";"    3669";"       .";"     788";"       .";"       .";"      69";"    7784";"    7622";"     162";"       6";"   15136";"   14720";"     416"
"717";"2021MM12";"    4208";"    1626";"      23";"    2867";"    1177";"    1215";"     266";"     120";"      89";"    1169";"     666";"       0";"     376";"     114";"       0";"      13";"       0";"    4227";"";"    2348";"    1566";"     312";"";"      30";"       7";"    2787";"    4208";"       .";"     695";"       .";"       .";"      68";"    4997";"    4783";"     214";"       7";"   15136";"   14720";"     416"
"718";"2021KW04";"   10461";"    4350";"      69";"   10318";"    4761";"    2876";"    1795";"     630";"     256";"    3022";"    1359";"       0";"    1062";"     229";"     142";"     100";"     131";"   10897";"";"    7099";"    3370";"     428";"";"     248";"      19";"    3866";"   10461";"       .";"    1865";"       .";"       .";"     202";"    4997";"    4783";"     214";"      21";"   15136";"   14720";"     416"
"719";"2022MM01";"    4261";"    2185";"      29";"    3296";"     999";"    1451";"     645";"     114";"      86";"    1054";"     581";"       0";"     305";"      88";"       0";"       0";"      80";"    3303";"";"    2417";"     788";"      98";"";"      32";"       5";"    1036";"    4261";"       .";"     677";"       .";"       .";"      58";"    3961";"    3920";"      41";"       7";"   15136";"   14720";"     416"
"720";"2022MM02";"    3416";"    1461";"      26";"    2629";"     907";"     786";"     806";"      51";"      78";"    1326";"     869";"       0";"     357";"       0";"       0";"       0";"     100";"    2585";"";"    1855";"     729";"       2";"";"     151";"       6";"     717";"    3416";"       .";"     391";"       .";"       .";"      51";"    3244";"    3119";"     125";"       6";"   15136";"   14720";"     416"
"721";"2022MM03";"    3248";"    1575";"      35";"    3396";"    1305";"     920";"    1033";"      51";"      87";"    1435";"     873";"       0";"     457";"      10";"       0";"       0";"      95";"    3266";"";"    2434";"     824";"       9";"";"      24";"      12";"     110";"    3248";"       .";"     607";"       .";"       .";"      58";"    3134";"    2968";"     166";"       7";"   15136";"   14720";"     416"
"722";"2022KW01";"   10924";"    5221";"      90";"    9321";"    3211";"    3158";"    2485";"     217";"     252";"    3814";"    2322";"       0";"    1119";"      98";"       0";"       0";"     275";"    9155";"";"    6706";"    2341";"     108";"";"     208";"      23";"    1863";"   10924";"       .";"    1675";"       .";"       .";"     167";"    3134";"    2968";"     166";"      20";"   15136";"   14720";"     416"
"723";"2022MM04";"    2656";"    1813";"      30";"    3266";"     953";"     468";"    1219";"     544";"      83";"    1378";"     851";"       0";"     334";"       0";"       0";"      79";"     114";"    2923";"";"    2361";"     562";"       0";"";"      29";"       7";"    -872";"    2656";"       .";"     410";"       .";"       .";"      52";"    4006";"    3877";"     129";"       7";"   14489";"   14073";"     416"
"724";"2022MM05";"    2085";"    1348";"      32";"    4138";"    1728";"     311";"    1446";"     575";"      78";"    1487";"     803";"       0";"     240";"     335";"       0";"       0";"     109";"    2955";"";"    2388";"     567";"       0";"";"      39";"      10";"   -1917";"    2085";"       .";"     527";"       .";"       .";"      53";"    5923";"    5681";"     242";"       7";"   14489";"   14073";"     416"
"725";"2022MM06";"    1925";"    1013";"      30";"    3855";"    1624";"     245";"    1391";"     523";"      72";"    1510";"     768";"       0";"     111";"     317";"       0";"     209";"     105";"    2500";"";"    2079";"     421";"       0";"";"      20";"       9";"   -1954";"    1925";"       .";"     587";"       .";"       .";"      36";"    7876";"    7590";"     286";"       3";"   14489";"   14073";"     416"
"726";"2022KW02";"    6666";"    4174";"      91";"   11260";"    4306";"    1023";"    4056";"    1642";"     233";"    4374";"    2422";"       0";"     684";"     652";"       0";"     288";"     328";"    8377";"";"    6828";"    1550";"       0";"";"      89";"      25";"   -4742";"    6666";"       .";"    1524";"       .";"       .";"     141";"    7876";"    7590";"     286";"      16";"   14489";"   14073";"     416"
"727";"2022MM07";"    1753";"    1144";"      35";"    3750";"    1175";"     359";"    1540";"     577";"      99";"    1620";"    1266";"      96";"     223";"       0";"       0";"      14";"      21";"    2875";"";"    2326";"     548";"       0";"";"      29";"       6";"   -1886";"    1753";"       .";"     504";"       .";"       .";"      43";"    9763";"    9455";"     307";"       5";"   14489";"   14073";"     416"
