"ID";"Periods";"TotalSupply_1";"IndigenousProduction_2";"ProductionFromOtherSources_3";"ImportsOfGaseousNaturalGasTotal_4";"ImportsViaNorway_5";"ImportsViaGermany_6";"ImportsViaBelgium_7";"ImportsViaUnitedKingdom_8";"ImportsViaDenmark_9";"ImportsOfLNGTotal_10";"ImportsViaTheUnitedStates_11";"ImportsViaNorway_12";"ImportsViaRussia_13";"ImportsViaAfrica_14";"ImportsViaAsia_15";"ImportsViaAmericaExcludingUS_16";"ImportsViaOtherUnknown_17";"ExportsOfGaseousNaturalGasTotal_18";"ExportsToNorway_19";"ExportsToGermany_20";"ExportsToBelgium_21";"ExportsToUnitedKingdom_22";"ExportsToDenmark_23";"ExportsOfLiquefiedNaturalGasLNG_24";"Bunkers_25";"StockChange_26";"TotalConsumption_27";"TotalViaTheMainGrid_28";"ElectricityPowerPlants_29";"OtherConsumers_30";"ViaRegionalGrids_31";"ConsumptionByProductionAndTransport_32";"ClosingStock_33";"ClosingStockGaseousGas_34";"ClosingStockLiquefiedNaturalGas_35";"Flaring_36";"StorageCapacityTotal_37";"StorageCapacityGaseousGas_38";"StorageCapacityLiquefiedNaturalGas_39"
"623";"2016MM01";"    4778";"    4561";"      10";"    3293";"    1225";"    1697";"     158";"     212";"       0";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5716";"";"    3184";"    1752";"     780";"";"      21";"       0";"    2651";"    4778";"       .";"     673";"       .";"       .";"      74";"       .";"       .";"       .";"       3";"   15857";"   15441";"     416"
"624";"2016MM02";"    4317";"    4240";"       9";"    3411";"    1242";"    1788";"     169";"     183";"      29";"      93";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5156";"";"    2792";"    1671";"     693";"";"     130";"       0";"    1850";"    4317";"       .";"     597";"       .";"       .";"      66";"       .";"       .";"       .";"       3";"   15857";"   15441";"     416"
"625";"2016MM03";"    4310";"    4800";"       7";"    3516";"    1435";"    1693";"     127";"     182";"      79";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5935";"";"    3088";"    1986";"     861";"";"       8";"       0";"    1930";"    4310";"       .";"     586";"       .";"       .";"      72";"       .";"       .";"       .";"       4";"   15880";"   15465";"     416"
"626";"2016KW01";"   13405";"   13601";"      26";"   10221";"    3902";"    5179";"     455";"     578";"     108";"      93";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   16808";"";"    9064";"    5409";"    2334";"";"     159";"       0";"    6431";"   13405";"       .";"    1856";"       .";"       .";"     212";"       .";"       .";"       .";"      10";"   15880";"   15465";"     416"
"627";"2016MM04";"    3134";"    4574";"       7";"    3551";"    1600";"    1483";"     191";"     197";"      79";"     132";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4326";"";"    2466";"    1360";"     500";"";"      13";"       0";"    -790";"    3134";"       .";"     450";"       .";"       .";"      66";"       .";"       .";"       .";"       4";"   15880";"   15465";"     416"
"628";"2016MM05";"    2284";"    4691";"       9";"    3832";"    1842";"    1287";"     453";"     184";"      66";"     249";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3897";"";"    2745";"    1125";"      26";"";"     133";"       0";"   -2467";"    2284";"       .";"     373";"       .";"       .";"      69";"       .";"       .";"       .";"       5";"   15880";"   15465";"     416"
"629";"2016MM06";"    2058";"    3912";"      10";"    3388";"    1502";"    1388";"     319";"      93";"      86";"     403";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3139";"";"    2067";"    1040";"      32";"";"     120";"       0";"   -2396";"    2058";"       .";"     465";"       .";"       .";"      51";"       .";"       .";"       .";"       4";"   15880";"   15465";"     416"
"630";"2016KW02";"    7476";"   13177";"      25";"   10770";"    4945";"    4158";"     963";"     474";"     231";"     783";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   11361";"";"    7278";"    3525";"     558";"";"     266";"       0";"   -5653";"    7476";"       .";"    1287";"       .";"       .";"     186";"       .";"       .";"       .";"      12";"   15880";"   15465";"     416"
"631";"2016MM07";"    2103";"    4006";"      12";"    4076";"    1729";"    1461";"     698";"     120";"      68";"     101";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3400";"";"    2535";"     866";"       0";"";"     239";"       0";"   -2453";"    2103";"       .";"     533";"       .";"       .";"      64";"       .";"       .";"       .";"       4";"   15880";"   15465";"     416"
"632";"2016MM08";"    2163";"    3911";"      11";"    2667";"    1115";"     976";"     374";"     178";"      25";"     240";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3268";"";"    2170";"    1085";"      13";"";"     210";"       0";"   -1188";"    2163";"       .";"     578";"       .";"       .";"      66";"       .";"       .";"       .";"       6";"   15880";"   15465";"     416"
"633";"2016MM09";"    2285";"    3493";"      14";"    2647";"     872";"    1248";"     409";"     101";"      16";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3302";"";"    2226";"    1056";"      20";"";"      15";"       0";"    -551";"    2285";"       .";"     657";"       .";"       .";"      57";"       .";"       .";"       .";"       6";"   14696";"   14281";"     416"
"634";"2016KW03";"    6551";"   11410";"      37";"    9390";"    3716";"    3685";"    1481";"     399";"     109";"     341";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    9970";"";"    6931";"    3006";"      33";"";"     464";"       0";"   -4192";"    6551";"       .";"    1769";"       .";"       .";"     187";"       .";"       .";"       .";"      17";"   14696";"   14281";"     416"
"635";"2016MM10";"    3367";"    3770";"      14";"    3689";"    1830";"    1191";"     423";"     148";"      97";"     305";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4646";"";"    2782";"    1457";"     407";"";"       7";"       0";"     243";"    3367";"       .";"     698";"       .";"       .";"      79";"       .";"       .";"       .";"       3";"   14696";"   14281";"     416"
"636";"2016MM11";"    4295";"    4126";"      14";"    4004";"    1882";"    1724";"     142";"     145";"     111";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    6237";"";"    3029";"    2173";"    1036";"";"       3";"       0";"    2391";"    4295";"       .";"     782";"       .";"       .";"      78";"       .";"       .";"       .";"       3";"   14696";"   14281";"     416"
"637";"2016MM12";"    4768";"    4297";"      13";"    3830";"    1358";"    2094";"     128";"     175";"      76";"      83";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    6423";"";"    3111";"    2804";"     509";"";"     191";"       0";"    3160";"    4768";"       .";"     812";"       .";"       .";"      79";"       .";"       .";"       .";"       3";"   14696";"   14281";"     416"
"638";"2016KW04";"   12430";"   12193";"      41";"   11524";"    5070";"    5008";"     692";"     468";"     285";"     388";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   17307";"";"    8922";"    6433";"    1952";"";"     202";"       1";"    5794";"   12430";"       .";"    2291";"       .";"       .";"     236";"       .";"       .";"       .";"      10";"   14696";"   14281";"     416"
"639";"2017MM01";"    5811";"    4720";"      20";"    4742";"    1992";"    2338";"     171";"     169";"      72";"       5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    7141";"";"    3638";"    2963";"     541";"";"       7";"       2";"    3473";"    5811";"       .";"     890";"       .";"       .";"      92";"    5001";"    4877";"     124";"       4";"   14696";"   14281";"     416"
"640";"2017MM02";"    4310";"    4094";"      14";"    3462";"    1505";"    1589";"     129";"     123";"     116";"      98";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5377";"";"    2909";"    2104";"     363";"";"     109";"       0";"    2128";"    4310";"       .";"     631";"       .";"       .";"      75";"    2874";"    2777";"      97";"       3";"   14696";"   14281";"     416"
"641";"2017MM03";"    3775";"    3887";"      11";"    3663";"    1714";"    1316";"     376";"     143";"     115";"     144";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4177";"";"    2943";"    1181";"      52";"";"      11";"       0";"     258";"    3775";"       .";"     635";"       .";"       .";"      83";"    2615";"    2404";"     211";"       6";"   14696";"   14281";"     416"
"642";"2017KW01";"   13896";"   12701";"      44";"   11867";"    5210";"    5244";"     676";"     435";"     302";"     247";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   16695";"";"    9490";"    6248";"     956";"";"     126";"       2";"    5859";"   13896";"       .";"    2155";"       .";"       .";"     250";"    2615";"    2404";"     211";"      13";"   14696";"   14281";"     416"
"643";"2017MM04";"    3290";"    3774";"       8";"    4291";"    1998";"    1325";"     709";"     150";"     109";"     192";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3658";"";"    2531";"    1127";"       0";"";"       1";"       0";"   -1315";"    3290";"       .";"     631";"       .";"       .";"      74";"    3931";"    3748";"     183";"       3";"   14696";"   14281";"     416"
"644";"2017MM05";"    2593";"    3500";"      10";"    4185";"    1990";"    1036";"     845";"     147";"     166";"     378";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3244";"";"    2311";"     923";"      11";"";"      40";"       1";"   -2194";"    2593";"       .";"     590";"       .";"       .";"      77";"    6125";"    5905";"     220";"       5";"   14696";"   14281";"     416"
"645";"2017MM06";"    2151";"    3041";"      10";"    3702";"    1902";"     939";"     646";"      85";"     130";"     295";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2860";"";"    2047";"     814";"       0";"";"      95";"       0";"   -1942";"    2151";"       .";"     563";"       .";"       .";"      60";"    8067";"    7813";"     254";"       3";"   14696";"   14281";"     416"
"646";"2017KW02";"    8034";"   10315";"      29";"   12178";"    5890";"    3300";"    2200";"     382";"     404";"     865";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    9763";"";"    6888";"    2864";"      11";"";"     137";"       1";"   -5451";"    8034";"       .";"    1785";"       .";"       .";"     210";"    8067";"    7813";"     254";"      11";"   14696";"   14281";"     416"
"647";"2017MM07";"    2336";"    3331";"      11";"    4094";"    2147";"     689";"    1147";"      47";"      65";"     145";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2916";"";"    2209";"     706";"       1";"";"     192";"       0";"   -2137";"    2336";"       .";"     760";"       .";"       .";"      63";"   10203";"   10035";"     168";"       5";"   14696";"   14281";"     416"
"648";"2017MM08";"    2201";"    3532";"      10";"    3840";"    2005";"     646";"    1005";"      87";"      96";"     156";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2937";"";"    2141";"     796";"       0";"";"      49";"       1";"   -2351";"    2201";"       .";"     509";"       .";"       .";"      73";"   12554";"   12309";"     245";"       3";"   14696";"   14281";"     416"
"649";"2017MM09";"    2661";"    2124";"      10";"    3887";"    2043";"     913";"     667";"      85";"     178";"      94";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3104";"";"    2232";"     868";"       4";"";"      29";"       0";"    -320";"    2661";"       .";"     656";"       .";"       .";"      67";"   12874";"   12588";"     285";"       4";"   13721";"   13305";"     416"
"650";"2017KW03";"    7198";"    8987";"      32";"   11820";"    6195";"    2248";"    2819";"     219";"     339";"     395";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    8957";"";"    6582";"    2370";"       6";"";"     270";"       1";"   -4807";"    7198";"       .";"    1924";"       .";"       .";"     204";"   12874";"   12588";"     285";"      12";"   13721";"   13305";"     416"
"651";"2017MM10";"    3096";"    3482";"      11";"    3762";"    2047";"    1028";"     548";"      74";"      66";"     289";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4114";"";"    2895";"    1179";"      40";"";"     201";"       1";"    -133";"    3096";"       .";"     709";"       .";"       .";"      76";"   13007";"   12655";"     351";"       4";"   13721";"   13305";"     416"
"652";"2017MM11";"    4151";"    3763";"      12";"    4383";"    1971";"    2056";"     165";"      92";"      99";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5477";"";"    2867";"    2278";"     332";"";"     104";"       0";"    1574";"    4151";"       .";"     860";"       .";"       .";"      59";"   11433";"   11204";"     229";"       3";"   13726";"   13310";"     416"
"653";"2017MM12";"    4982";"    3892";"      13";"    5327";"    2156";"    2815";"     142";"      85";"     129";"     212";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    7067";"";"    2956";"    3345";"     765";"";"     233";"       1";"    2837";"    4982";"       .";"     864";"       .";"       .";"      71";"    8596";"    8416";"     181";"       3";"   13726";"   13310";"     416"
"654";"2017KW04";"   12228";"   11138";"      36";"   13473";"    6175";"    5899";"     855";"     251";"     294";"     501";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   16658";"";"    8717";"    6803";"    1137";"";"     538";"       2";"    4278";"   12228";"       .";"    2433";"       .";"       .";"     206";"    8596";"    8416";"     181";"      10";"   13726";"   13310";"     416"
"655";"2018MM01";"    4813";"    3869";"      14";"    4608";"    2005";"    2280";"     144";"      85";"      94";"       2";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    6150";"";"    2833";"    2223";"    1095";"";"      18";"       1";"    2488";"    4813";"       .";"     679";"       .";"       .";"      75";"    6108";"    5961";"     147";"       2";"   13726";"   13310";"     416"
"656";"2018MM02";"    5109";"    3094";"      15";"    4628";"    1843";"    2548";"     120";"      79";"      38";"     445";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    6114";"";"    2525";"    3011";"     579";"";"     369";"       0";"    3411";"    5109";"       .";"     700";"       .";"       .";"      71";"    2697";"    2540";"     157";"       2";"   13726";"   13310";"     416"
"657";"2018MM03";"    4655";"    3798";"      17";"    4448";"    1988";"    2152";"     214";"      59";"      34";"     230";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5375";"";"    2677";"    2105";"     592";"";"     206";"       1";"    1742";"    4655";"       .";"     644";"       .";"       .";"      76";"     955";"     823";"     132";"       2";"   13721";"   13305";"     416"
"658";"2018KW01";"   14577";"   10761";"      46";"   13685";"    5837";"    6981";"     478";"     223";"     166";"     677";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   17639";"";"    8035";"    7339";"    2266";"";"     592";"       1";"    7641";"   14577";"       .";"    2023";"       .";"       .";"     222";"     955";"     823";"     132";"       6";"   13721";"   13305";"     416"
"659";"2018MM04";"    2715";"    2866";"      15";"    4283";"    2216";"    1482";"     494";"      72";"      20";"     355";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3234";"";"    2099";"    1069";"      67";"";"      36";"       0";"   -1532";"    2715";"       .";"     419";"       .";"       .";"      72";"    2487";"    2269";"     218";"       2";"   13721";"   13305";"     416"
"660";"2018MM05";"    2279";"    2944";"      11";"    4382";"    2255";"    1353";"     671";"      85";"      18";"     443";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3552";"";"    2554";"     995";"       3";"";"     204";"       0";"   -1745";"    2279";"       .";"     443";"       .";"       .";"      72";"    4232";"    4046";"     186";"       4";"   13726";"   13310";"     416"
"661";"2018MM06";"    2260";"    2831";"      12";"    4217";"    2341";"    1265";"     537";"      54";"      21";"     492";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2790";"";"    1664";"    1119";"       7";"";"     354";"       2";"   -2147";"    2260";"       .";"     601";"       .";"       .";"      62";"    6379";"    6129";"     250";"       3";"   13726";"   13310";"     416"
"662";"2018KW02";"    7253";"    8641";"      38";"   12883";"    6812";"    4100";"    1701";"     211";"      59";"    1291";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    9577";"";"    6316";"    3183";"      77";"";"     594";"       3";"   -5424";"    7253";"       .";"    1464";"       .";"       .";"     206";"    6379";"    6129";"     250";"       9";"   13726";"   13310";"     416"
"663";"2018MM07";"    2278";"    2907";"      12";"    4123";"    2473";"     560";"    1002";"      65";"      23";"     375";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2815";"";"    1933";"     882";"       0";"";"     436";"       3";"   -1885";"    2278";"       .";"     744";"       .";"       .";"      71";"    8264";"    8095";"     169";"       4";"   13726";"   13310";"     416"
"664";"2018MM08";"    2400";"    2781";"      13";"    4647";"    2535";"    1040";"     987";"      84";"       0";"     426";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2830";"";"    2128";"     701";"       0";"";"     442";"       3";"   -2192";"    2400";"       .";"     782";"       .";"       .";"      68";"   10456";"   10324";"     132";"       2";"   13726";"   13310";"     416"
"665";"2018MM09";"    2518";"    2765";"       9";"    4298";"    2297";"    1404";"     525";"      71";"       0";"     844";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2724";"";"    1559";"    1141";"      23";"";"     517";"       2";"   -2155";"    2518";"       .";"     625";"       .";"       .";"      62";"   12611";"   12282";"     329";"       2";"   13726";"   13310";"     416"
"666";"2018KW03";"    7195";"    8453";"      34";"   13068";"    7305";"    3005";"    2515";"     220";"      23";"    1645";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    8369";"";"    5620";"    2725";"      23";"";"    1395";"       7";"   -6232";"    7195";"       .";"    2151";"       .";"       .";"     201";"   12611";"   12282";"     329";"       8";"   13726";"   13310";"     416"
"667";"2018MM10";"    3050";"    2645";"       9";"    4108";"    2147";"    1345";"     563";"      52";"       0";"     549";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3820";"";"    2706";"    1042";"      71";"";"      55";"       3";"    -383";"    3050";"       .";"     666";"       .";"       .";"      63";"   12994";"   12800";"     195";"       2";"   13726";"   13310";"     416"
"668";"2018MM11";"    4174";"    3079";"       9";"    3776";"    1783";"    1784";"     138";"      71";"       0";"     909";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4400";"";"    2620";"    1626";"     154";"";"      19";"       3";"     824";"    4174";"       .";"     867";"       .";"       .";"      68";"   12170";"   11924";"     247";"       2";"   13726";"   13310";"     416"
"669";"2018MM12";"    4559";"    3370";"      11";"    4321";"    1979";"    2013";"     251";"      77";"       0";"     707";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5067";"";"    2836";"    1733";"     499";"";"      31";"       3";"    1251";"    4559";"       .";"     805";"       .";"       .";"      75";"   10920";"   10736";"     183";"       2";"   13726";"   13310";"     416"
"670";"2018KW04";"   11784";"    9094";"      29";"   12205";"    5909";"    5142";"     953";"     200";"       0";"    2165";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   13287";"";"    8162";"    4401";"     724";"";"     106";"       9";"    1692";"   11784";"       .";"    2338";"       .";"       .";"     206";"   10920";"   10736";"     183";"       5";"   13726";"   13310";"     416"
"671";"2019MM01";"    5323";"    3442";"      16";"    4631";"    2139";"    2271";"     146";"      76";"       0";"     693";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    6215";"";"    3191";"    1932";"    1092";"";"      10";"       5";"    2771";"    5323";"       .";"     939";"       .";"       .";"      72";"    8149";"    8039";"     110";"       2";"   13726";"   13310";"     416"
"672";"2019MM02";"    4170";"    2843";"      14";"    3781";"    1727";"    1821";"     169";"      64";"       0";"     806";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4463";"";"    2637";"    1478";"     348";"";"     131";"       3";"    1323";"    4170";"       .";"     835";"       .";"       .";"      55";"    6826";"    6610";"     216";"       2";"   13726";"   13310";"     416"
"673";"2019MM03";"    4167";"    3025";"      16";"    4246";"    2200";"    1411";"     564";"      71";"       0";"     905";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4181";"";"    2867";"    1314";"       0";"";"      22";"       6";"     184";"    4167";"       .";"     808";"       .";"       .";"      70";"    6641";"    6459";"     182";"       2";"   13726";"   13310";"     416"
"674";"2019KW01";"   13660";"    9311";"      46";"   12658";"    6065";"    5502";"     879";"     212";"       0";"    2404";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   14860";"";"    8695";"    4725";"    1440";"";"     162";"      14";"    4278";"   13660";"       .";"    2583";"       .";"       .";"     197";"    6641";"    6459";"     182";"       6";"   13726";"   13310";"     416"
"675";"2019MM04";"    3056";"    2471";"      15";"    3515";"    1766";"    1143";"     544";"      61";"       0";"    1144";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3507";"";"    2415";"    1091";"       1";"";"       6";"       6";"    -569";"    3056";"       .";"     666";"       .";"       .";"      58";"    7210";"    7048";"     163";"       2";"   13710";"   13294";"     416"
"676";"2019MM05";"    3069";"    2792";"      19";"    3803";"    2028";"     961";"     755";"      58";"       0";"    1028";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3328";"";"    2423";"     904";"       0";"";"       1";"       4";"   -1239";"    3069";"       .";"     852";"       .";"       .";"      59";"    8450";"    8366";"      84";"       1";"   13710";"   13294";"     416"
"677";"2019MM06";"    2353";"    2510";"      16";"    3620";"    1582";"    1117";"     874";"      46";"       0";"    1103";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2811";"";"    1937";"     860";"      15";"";"      11";"       5";"   -2068";"    2353";"       .";"     756";"       .";"       .";"      56";"   10518";"   10199";"     319";"       3";"   13710";"   13294";"     416"
"678";"2019KW02";"    8478";"    7772";"      49";"   10938";"    5377";"    3222";"    2173";"     165";"       0";"    3275";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    9646";"";"    6775";"    2855";"      16";"";"      18";"      16";"   -3876";"    8478";"       .";"    2275";"       .";"       .";"     173";"   10518";"   10199";"     319";"       6";"   13710";"   13294";"     416"
"679";"2019MM07";"    2551";"    2434";"      15";"    3432";"    2002";"     666";"     712";"      52";"       0";"     777";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2592";"";"    1760";"     815";"      17";"";"     351";"       9";"   -1155";"    2551";"       .";"     904";"       .";"       .";"      59";"   11672";"   11447";"     225";"       2";"   13710";"   13294";"     416"
"680";"2019MM08";"    2555";"    2523";"      15";"    3433";"    1833";"    1096";"     470";"      33";"       0";"     641";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2653";"";"    1856";"     767";"      29";"";"     129";"       8";"   -1268";"    2555";"       .";"     912";"       .";"       .";"      56";"   12940";"   12613";"     328";"       2";"   13710";"   13294";"     416"
"681";"2019MM09";"    2825";"    2184";"      14";"    3520";"    1492";"    1274";"     634";"      83";"      36";"     455";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2569";"";"    1686";"     866";"      17";"";"     126";"       8";"    -645";"    2825";"       .";"     941";"       .";"       .";"      52";"   13586";"   13224";"     362";"       2";"   13710";"   13294";"     416"
"682";"2019KW03";"    7932";"    7141";"      44";"   10385";"    5327";"    3036";"    1817";"     168";"      36";"    1873";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    7813";"";"    5302";"    2448";"      63";"";"     605";"      24";"   -3068";"    7932";"       .";"    2757";"       .";"       .";"     167";"   13586";"   13224";"     362";"       6";"   13710";"   13294";"     416"
"683";"2019MM10";"    3593";"    2529";"      15";"    4352";"    1834";"    1740";"     416";"     255";"     107";"     328";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3344";"";"    2186";"    1150";"       8";"";"     115";"      10";"    -162";"    3593";"       .";"     982";"       .";"       .";"      62";"   13748";"   13567";"     181";"       2";"   14732";"   14317";"     416"
"684";"2019MM11";"    4361";"    2377";"      16";"    3912";"    1484";"    1604";"     640";"      69";"     114";"     969";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4210";"";"    2729";"    1355";"     125";"";"      23";"       8";"    1329";"    4361";"       .";"     937";"       .";"       .";"      63";"   12419";"   12235";"     183";"       2";"   14732";"   14317";"     416"
"685";"2019MM12";"    4570";"    2427";"      16";"    4203";"    1463";"    1745";"     704";"     171";"     120";"    1002";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4319";"";"    2856";"    1457";"       6";"";"      18";"       8";"    1267";"    4570";"       .";"     782";"       .";"       .";"      67";"   11152";"   10866";"     286";"       2";"   14732";"   14317";"     416"
"686";"2019KW04";"   12524";"    7333";"      47";"   12466";"    4781";"    5089";"    1760";"     495";"     341";"    2299";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   11873";"";"    7771";"    3963";"     139";"";"     156";"      26";"    2434";"   12524";"       .";"    2701";"       .";"       .";"     193";"   11152";"   10866";"     286";"       5";"   14732";"   14317";"     416"
"687";"2020MM01";"    4988";"    2646";"      20";"    3549";"    1053";"    1745";"     500";"     137";"     114";"    1102";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3994";"";"    2833";"    1136";"      24";"";"      19";"      13";"    1697";"    4988";"       .";"    1128";"       .";"       .";"      67";"    9455";"    9206";"     249";"       1";"   14732";"   14317";"     416"
"688";"2020MM02";"    4359";"    2145";"      20";"    3631";"    1015";"    1856";"     601";"      58";"     101";"     985";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3920";"";"    2547";"    1281";"      92";"";"      23";"       9";"    1530";"    4359";"       .";"     834";"       .";"       .";"      61";"    7925";"    7729";"     196";"       1";"   14732";"   14317";"     416"
"689";"2020MM03";"    4111";"    1926";"      20";"    3490";"    1213";"    1324";"     794";"      52";"     106";"    1163";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3827";"";"    2538";"    1269";"      20";"";"      41";"      17";"    1397";"    4111";"       .";"     740";"       .";"       .";"      64";"    6527";"    6349";"     178";"       1";"   14687";"   14272";"     416"
"690";"2020KW01";"   13458";"    6716";"      60";"   10670";"    3281";"    4925";"    1895";"     247";"     322";"    3249";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   11741";"";"    7919";"    3686";"     136";"";"      83";"      38";"    4624";"   13458";"       .";"    2702";"       .";"       .";"     193";"    6527";"    6349";"     178";"       4";"   14687";"   14272";"     416"
"691";"2020MM04";"    2805";"    2122";"      19";"    3860";"    1366";"    1229";"     727";"     448";"      90";"    1183";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3159";"";"    2057";"    1102";"       0";"";"      29";"      10";"   -1181";"    2805";"       .";"     623";"       .";"       .";"      65";"    7708";"    7487";"     221";"       1";"   14687";"   14272";"     416"
"692";"2020MM05";"    2746";"    2423";"      20";"    4006";"    1385";"     909";"    1093";"     513";"     106";"    1177";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3212";"";"    2210";"    1002";"       0";"";"      12";"      11";"   -1646";"    2746";"       .";"     790";"       .";"       .";"      65";"    9355";"    9034";"     321";"       2";"   14687";"   14272";"     416"
"693";"2020MM06";"    2516";"    1645";"      21";"    4437";"    1908";"    1099";"     849";"     508";"      73";"     338";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2364";"";"    1466";"     898";"       0";"";"     141";"      11";"   -1409";"    2516";"       .";"     886";"       .";"       .";"      64";"   10764";"   10480";"     284";"       1";"   14724";"   14309";"     416"
"694";"2020KW02";"    8067";"    6190";"      60";"   12303";"    4659";"    3237";"    2670";"    1469";"     269";"    2699";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    8734";"";"    5732";"    3002";"       0";"";"     182";"      32";"   -4237";"    8067";"       .";"    2299";"       .";"       .";"     194";"   10764";"   10480";"     284";"       5";"   14724";"   14309";"     416"
"695";"2020MM07";"    2808";"    1389";"      21";"    3984";"    1911";"     795";"     655";"     542";"      81";"     742";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2468";"";"    1670";"     798";"       0";"";"      21";"      12";"    -826";"    2808";"       .";"    1079";"       .";"       .";"      74";"   11590";"   11305";"     285";"       2";"   14724";"   14309";"     416"
"696";"2020MM08";"    2768";"    1322";"      21";"    3562";"    2116";"     654";"     296";"     421";"      75";"     525";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1802";"";"    1121";"     681";"       0";"";"     121";"      14";"    -724";"    2768";"       .";"    1152";"       .";"       .";"      61";"   12314";"   11982";"     332";"       2";"   14724";"   14309";"     416"
"697";"2020MM09";"    2698";"    1279";"      23";"    4710";"    2299";"    1072";"     882";"     356";"     101";"     299";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2172";"";"    1342";"     829";"       0";"";"     134";"      10";"   -1297";"    2698";"       .";"     894";"       .";"       .";"      44";"   13611";"   13459";"     151";"       2";"   14724";"   14309";"     416"
