"ID";"DutchEconomy";"Periods";"TotalCO2_1";"CO2ExclBiomass_2";"CO2Biomass_3";"N2O_4";"CH4_5";"GreenhouseGasEquivalents_6";"NOx_7";"SO2_8";"NH3_9";"AcidificationEquivalents_10";"CFK12Equivalents_11";"CO_12";"NMVOC_13";"PM10_14"
"1518";"403300 ";"2004JJ00";"     987";"     983";"     4.1";"     0.0";"     0.3";"     999";"     2.6";"     0.0";"     0.1";"     0.1";"     0.0";"     3.9";"     1.5";"     0.2"
"1519";"403300 ";"2005JJ00";"     948";"     945";"     3.3";"     0.0";"     0.3";"     960";"     2.5";"     0.0";"     0.1";"     0.1";"     0.0";"     3.9";"     1.4";"     0.2"
"1520";"403300 ";"2006JJ00";"     947";"     942";"     5.2";"     0.0";"     0.3";"     959";"     2.5";"     0.0";"     0.1";"     0.1";"     0.0";"     3.9";"     1.4";"     0.2"
"1521";"403300 ";"2007JJ00";"     908";"     891";"    17.1";"     0.0";"     0.3";"     921";"     2.4";"     0.0";"     0.1";"     0.1";"     0.0";"     4.0";"     1.5";"     0.2"
"1522";"403300 ";"2008JJ00";"     965";"     947";"    17.9";"     0.0";"     0.3";"     978";"     2.4";"     0.0";"     0.1";"     0.1";"     0.0";"     4.1";"     1.5";"     0.1"
"1523";"403300 ";"2009JJ00";"     942";"     923";"    19.0";"     0.0";"     0.3";"     954";"     2.2";"     0.0";"     0.1";"     0.1";"     0.0";"     3.7";"     1.4";"     0.1"
"1524";"403300 ";"2010JJ00";"     850";"     838";"    12.4";"     0.0";"     0.2";"     860";"     2.0";"     0.0";"     0.1";"     0.1";"     0.0";"     3.4";"     1.3";"     0.1"
"1525";"403300 ";"2011JJ00";"     714";"     700";"    13.7";"     0.0";"     0.2";"     723";"     1.8";"     0.0";"     0.1";"     0.0";"     0.0";"     3.2";"     1.4";"     0.1"
"1526";"403300 ";"2012JJ00";"     744";"     730";"    14.6";"     0.0";"     0.2";"     753";"     1.7";"     0.0";"     0.1";"     0.0";"     0.0";"     3.0";"     1.4";"     0.1"
"1527";"403300 ";"2013JJ00";"     803";"     786";"    17.2";"     0.0";"     0.2";"     813";"     1.9";"     0.0";"     0.1";"     0.0";"     0.0";"     4.0";"     1.3";"     0.1"
"1528";"403300 ";"2014JJ00";"     731";"     710";"    20.6";"     0.0";"     0.2";"     740";"     1.8";"     0.0";"     0.1";"     0.0";"     0.0";"     3.9";"     1.4";"     0.1"
"1529";"403300 ";"2015JJ00";"     749";"     731";"    18.3";"     0.0";"     0.1";"     757";"     1.7";"     0.0";"     0.1";"     0.0";"     0.0";"     3.5";"     1.3";"     0.1"
"1530";"403300 ";"2016JJ00";"     779";"     762";"    17.2";"     0.0";"     0.1";"     786";"     1.7";"     0.0";"     0.1";"     0.0";"     0.0";"     3.6";"     1.4";"     0.1"
"1531";"403300 ";"2017JJ00";"     794";"     773";"    20.9";"     0.0";"     0.1";"     802";"     1.6";"     0.0";"     0.1";"     0.0";"     0.0";"     3.5";"     1.4";"     0.1"
"1532";"403300 ";"2018JJ00";"     831";"     799";"    32.1";"     0.0";"     0.1";"     839";"     1.5";"     0.0";"     0.1";"     0.0";"     0.0";"     3.5";"     1.4";"     0.1"
"1533";"403300 ";"2019JJ00";"     805";"     767";"    38.5";"     0.0";"     0.1";"     814";"     1.4";"     0.0";"     0.1";"     0.0";"     0.0";"     3.3";"     1.4";"     0.1"
"1534";"403300 ";"2020JJ00";"     709";"     674";"    34.7";"     0.0";"     0.1";"     717";"     1.1";"     0.0";"     0.1";"     0.0";"     0.0";"     2.4";"     1.3";"     0.1"
"1535";"403300 ";"2021JJ00";"     750";"     706";"    44.3";"     0.0";"     0.1";"     758";"     1.1";"     0.0";"     0.1";"     0.0";"     0.0";"     2.4";"     1.3";"     0.1"
"1536";"410200 ";"1990JJ00";"    1610";"    1609";"     1.0";"     0.0";"     0.5";"    1628";"    14.1";"     0.7";"     0.1";"     0.3";"   121.3";"    45.1";"    10.7";"     0.9"
"1537";"410200 ";"1991JJ00";"    1663";"    1662";"     1.0";"     0.0";"     0.4";"    1682";"    13.6";"     0.7";"     0.1";"     0.3";"    98.5";"    39.4";"     9.4";"     0.9"
"1538";"410200 ";"1992JJ00";"    1703";"    1702";"     1.0";"     0.0";"     0.4";"    1724";"    13.1";"     0.7";"     0.1";"     0.3";"    75.7";"    37.1";"     8.6";"     0.9"
"1539";"410200 ";"1993JJ00";"    1740";"    1739";"     1.0";"     0.0";"     0.4";"    1762";"    12.2";"     0.7";"     0.2";"     0.3";"    52.9";"    34.1";"     7.8";"     0.8"
"1540";"410200 ";"1994JJ00";"    1759";"    1757";"     1.1";"     0.0";"     0.4";"    1782";"    11.6";"     0.7";"     0.2";"     0.3";"    30.1";"    31.9";"     7.1";"     0.7"
"1541";"410200 ";"1995JJ00";"    1787";"    1786";"     1.4";"     0.1";"     0.4";"    1812";"    10.5";"     0.6";"     0.2";"     0.3";"     7.3";"    30.7";"     6.6";"     0.7"
"1542";"410200 ";"1996JJ00";"    1827";"    1826";"     1.4";"     0.1";"     0.4";"    1853";"     9.9";"     0.5";"     0.2";"     0.2";"     5.6";"    28.8";"     6.0";"     0.6"
"1543";"410200 ";"1997JJ00";"    1854";"    1852";"     1.5";"     0.1";"     0.4";"    1880";"     9.3";"     0.2";"     0.3";"     0.2";"     3.8";"    27.4";"     5.4";"     0.6"
"1544";"410200 ";"1998JJ00";"    1868";"    1867";"     1.5";"     0.1";"     0.4";"    1894";"     8.8";"     0.3";"     0.3";"     0.2";"     1.7";"    25.2";"     4.8";"     0.6"
"1545";"410200 ";"1999JJ00";"    1939";"    1937";"     1.5";"     0.1";"     0.3";"    1964";"     8.6";"     0.3";"     0.3";"     0.2";"     0.9";"    24.5";"     4.5";"     0.6"
"1546";"410200 ";"2000JJ00";"    1950";"    1948";"     1.7";"     0.1";"     0.3";"    1976";"     8.2";"     0.2";"     0.4";"     0.2";"     0.4";"    23.5";"     3.6";"     0.6"
"1547";"410200 ";"2001JJ00";"    2302";"    2301";"     1.7";"     0.1";"     0.4";"    2331";"     8.7";"     0.1";"     0.5";"     0.2";"     0.2";"    28.8";"     3.7";"     0.6"
"1548";"410200 ";"2002JJ00";"    2399";"    2398";"     1.6";"     0.1";"     0.4";"    2429";"     8.5";"     0.1";"     0.5";"     0.2";"     0.0";"    30.3";"     3.5";"     0.6"
"1549";"410200 ";"2003JJ00";"    2473";"    2471";"     1.4";"     0.1";"     0.4";"    2502";"     8.2";"     0.0";"     0.5";"     0.2";"     0.0";"    31.1";"     3.2";"     0.6"
"1550";"410200 ";"2004JJ00";"    2598";"    2596";"     1.9";"     0.1";"     0.3";"    2627";"     8.1";"     0.0";"     0.6";"     0.2";"     0.0";"    31.9";"     3.1";"     0.6"
"1551";"410200 ";"2005JJ00";"    2741";"    2739";"     1.6";"     0.1";"     0.4";"    2773";"     8.2";"     0.0";"     0.6";"     0.2";"     0.0";"    34.0";"     3.2";"     0.6"
"1552";"410200 ";"2006JJ00";"    2876";"    2865";"    11.1";"     0.1";"     0.4";"    2912";"     8.2";"     0.0";"     0.6";"     0.2";"     0.0";"    36.1";"     3.2";"     0.6"
"1553";"410200 ";"2007JJ00";"    2935";"    2862";"    72.6";"     0.1";"     0.4";"    2973";"     8.2";"     0.0";"     0.7";"     0.2";"     0.0";"    37.6";"     3.4";"     0.6"
"1554";"410200 ";"2008JJ00";"    2974";"    2906";"    67.9";"     0.1";"     0.4";"    3014";"     7.9";"     0.0";"     0.6";"     0.2";"     0.0";"    37.5";"     3.3";"     0.6"
"1555";"410200 ";"2009JJ00";"    2844";"    2758";"    85.7";"     0.1";"     0.4";"    2883";"     7.3";"     0.0";"     0.6";"     0.2";"     0.0";"    35.4";"     3.1";"     0.5"
"1556";"410200 ";"2010JJ00";"    2590";"    2542";"    48.6";"     0.1";"     0.3";"    2625";"     6.6";"     0.0";"     0.5";"     0.2";"     0.0";"    31.3";"     2.7";"     0.4"
"1557";"410200 ";"2011JJ00";"    2543";"    2477";"    66.2";"     0.1";"     0.3";"    2577";"     6.4";"     0.0";"     0.5";"     0.2";"     0.0";"    30.8";"     2.8";"     0.4"
"1558";"410200 ";"2012JJ00";"    2631";"    2557";"    74.1";"     0.1";"     0.3";"    2666";"     6.4";"     0.0";"     0.5";"     0.2";"     0.0";"    31.2";"     2.7";"     0.4"
"1559";"410200 ";"2013JJ00";"    2550";"    2478";"    72.0";"     0.1";"     0.3";"    2585";"     6.0";"     0.0";"     0.5";"     0.2";"     0.0";"    29.2";"     2.7";"     0.4"
"1560";"410200 ";"2014JJ00";"    2474";"    2387";"    86.9";"     0.1";"     0.3";"    2507";"     5.8";"     0.0";"     0.5";"     0.2";"     0.0";"    27.3";"     2.7";"     0.3"
"1561";"410200 ";"2015JJ00";"    2652";"    2572";"    79.8";"     0.1";"     0.3";"    2687";"     6.0";"     0.0";"     0.5";"     0.2";"     0.0";"    28.9";"     2.9";"     0.4"
"1562";"410200 ";"2016JJ00";"    2708";"    2642";"    66.1";"     0.1";"     0.3";"    2744";"     5.7";"     0.0";"     0.5";"     0.2";"     0.0";"    28.8";"     3.0";"     0.3"
"1563";"410200 ";"2017JJ00";"    2787";"    2702";"    84.8";"     0.1";"     0.3";"    2828";"     5.8";"     0.0";"     0.6";"     0.2";"     0.0";"    30.1";"     3.2";"     0.3"
"1564";"410200 ";"2018JJ00";"    2898";"    2757";"   141.0";"     0.1";"     0.4";"    2941";"     5.6";"     0.0";"     0.6";"     0.2";"     0.0";"    28.1";"     3.1";"     0.3"
"1565";"410200 ";"2019JJ00";"    3008";"    2827";"   181.4";"     0.1";"     0.4";"    3055";"     5.4";"     0.0";"     0.6";"     0.2";"     0.0";"    27.5";"     3.2";"     0.3"
"1566";"410200 ";"2020JJ00";"    2303";"    2166";"   137.3";"     0.1";"     0.3";"    2340";"     4.0";"     0.0";"     0.4";"     0.1";"     0.0";"    19.1";"     2.5";"     0.3"
"1567";"410200 ";"2021JJ00";"    2425";"    2221";"   204.8";"     0.1";"     0.3";"    2464";"     4.1";"     0.0";"     0.5";"     0.1";"     0.0";"    19.5";"     2.6";"     0.3"
"1568";"300012 ";"1990JJ00";"    4102";"    3501";"   600.6";"     0.8";"     8.8";"    4550";"    13.0";"     0.8";"     0.2";"     0.3";"   607.3";"    10.7";"     5.9";"     0.6"
"1569";"300012 ";"1991JJ00";"    4434";"    3830";"   604.0";"     0.8";"    13.6";"    5017";"    12.4";"     0.7";"     0.2";"     0.3";"   490.8";"     9.7";"     5.5";"     0.6"
"1570";"300012 ";"1992JJ00";"    4253";"    3625";"   627.5";"     0.8";"    13.8";"    4843";"    12.1";"     0.7";"     0.2";"     0.3";"   374.2";"     9.5";"     5.2";"     0.6"
"1571";"300012 ";"1993JJ00";"    4463";"    3833";"   629.8";"     0.7";"    14.3";"    5055";"    12.3";"     0.6";"     0.2";"     0.3";"   257.6";"     8.9";"     4.9";"     0.5"
"1572";"300012 ";"1994JJ00";"    4199";"    3572";"   626.3";"     0.7";"    10.0";"    4657";"    10.6";"     0.5";"     0.2";"     0.3";"   141.0";"     8.3";"     4.5";"     0.5"
"1573";"300012 ";"1995JJ00";"    4162";"    3591";"   571.3";"     0.6";"     8.3";"    4563";"    11.8";"     0.5";"     0.2";"     0.3";"    24.4";"     8.3";"     4.4";"     0.4"
"1574";"300012 ";"1996JJ00";"    4605";"    4032";"   572.8";"     0.6";"     8.7";"    5008";"    11.6";"     0.5";"     0.2";"     0.3";"    22.0";"     8.2";"     4.9";"     0.4"
"1575";"300012 ";"1997JJ00";"    4187";"    3607";"   580.3";"     0.5";"     8.8";"    4578";"    11.0";"     0.5";"     0.2";"     0.3";"    14.5";"     7.7";"     4.3";"     0.4"
"1576";"300012 ";"1998JJ00";"    4137";"    3556";"   581.3";"     0.5";"     8.8";"    4518";"    11.1";"     0.4";"     0.2";"     0.3";"     6.6";"     7.6";"     4.3";"     0.4"
"1577";"300012 ";"1999JJ00";"    4118";"    3554";"   563.6";"     0.5";"     9.3";"    4508";"    11.5";"     0.5";"     0.2";"     0.3";"     3.2";"     7.8";"     3.9";"     0.4"
"1578";"300012 ";"2000JJ00";"    4060";"    3485";"   575.1";"     0.5";"     8.9";"    4441";"    11.0";"     0.4";"     0.2";"     0.3";"     1.6";"     7.4";"     3.8";"     0.4"
"1579";"300012 ";"2001JJ00";"    4157";"    3574";"   583.2";"     0.4";"     8.9";"    4525";"    10.3";"     0.3";"     0.2";"     0.2";"     0.6";"     7.4";"     3.7";"     0.4"
"1580";"300012 ";"2002JJ00";"    4131";"    3567";"   564.5";"     0.3";"     9.1";"    4491";"    10.5";"     0.3";"     0.2";"     0.3";"     0.0";"     7.4";"     3.8";"     0.4"
"1581";"300012 ";"2003JJ00";"    4392";"    3818";"   573.3";"     0.3";"     8.8";"    4739";"     9.7";"     0.3";"     0.3";"     0.2";"     0.0";"     7.3";"     4.0";"     0.3"
"1582";"300012 ";"2004JJ00";"    4664";"    4073";"   590.8";"     0.3";"     9.1";"    5021";"     9.0";"     0.3";"     0.3";"     0.2";"     0.0";"     7.3";"     3.9";"     0.3"
"1583";"300012 ";"2005JJ00";"    4289";"    3704";"   584.0";"     0.2";"     8.7";"    4627";"     7.8";"     0.3";"     0.3";"     0.2";"     0.0";"     7.1";"     3.9";"     0.3"
"1584";"300012 ";"2006JJ00";"    4237";"    3687";"   549.9";"     0.2";"     8.4";"    4570";"     7.8";"     0.3";"     0.3";"     0.2";"     0.0";"     7.2";"     3.9";"     0.3"
"1585";"300012 ";"2007JJ00";"    3921";"    3329";"   591.8";"     0.2";"     8.8";"    4261";"     7.3";"     0.2";"     0.3";"     0.2";"     0.0";"     7.1";"     3.9";"     0.3"
"1586";"300012 ";"2008JJ00";"    4152";"    3551";"   600.6";"     0.2";"     8.8";"    4493";"     7.1";"     0.2";"     0.3";"     0.2";"     0.0";"     7.3";"     3.8";"     0.3"
"1587";"300012 ";"2009JJ00";"    4225";"    3635";"   589.8";"     0.2";"     9.2";"    4578";"     6.9";"     0.2";"     0.3";"     0.2";"     0.0";"     7.2";"     3.9";"     0.3"
"1588";"300012 ";"2010JJ00";"    4794";"    4185";"   609.5";"     0.2";"     9.0";"    5143";"     7.5";"     0.2";"     0.3";"     0.2";"     0.0";"     7.5";"     4.1";"     0.3"
"1589";"300012 ";"2011JJ00";"    3962";"    3358";"   604.5";"     0.2";"     8.6";"    4305";"     7.3";"     0.2";"     0.3";"     0.2";"     0.0";"     7.3";"     4.1";"     0.3"
"1590";"300012 ";"2012JJ00";"    4408";"    3789";"   619.4";"     0.2";"     8.7";"    4749";"     6.6";"     0.2";"     0.3";"     0.2";"     0.0";"     7.2";"     3.8";"     0.2"
"1591";"300012 ";"2013JJ00";"    4258";"    3700";"   558.2";"     0.2";"     8.4";"    4601";"     6.5";"     0.2";"     0.3";"     0.2";"     0.0";"     7.1";"     3.9";"     0.2"
"1592";"300012 ";"2014JJ00";"    3661";"    3058";"   603.7";"     0.2";"     8.6";"    3997";"     5.8";"     0.2";"     0.3";"     0.1";"     0.0";"     6.6";"     3.9";"     0.2"
"1593";"300012 ";"2015JJ00";"    3822";"    3194";"   627.9";"     0.2";"     8.0";"    4140";"     5.7";"     0.2";"     0.3";"     0.1";"     0.0";"     6.3";"     3.9";"     0.2"
"1594";"300012 ";"2016JJ00";"    3886";"    3235";"   651.4";"     0.2";"     8.5";"    4209";"     5.6";"     0.2";"     0.3";"     0.1";"     0.0";"     6.4";"     4.0";"     0.2"
"1595";"300012 ";"2017JJ00";"    3776";"    3120";"   656.1";"     0.2";"     8.6";"    4104";"     5.4";"     0.2";"     0.3";"     0.1";"     0.0";"     6.2";"     4.0";"     0.2"
"1596";"300012 ";"2018JJ00";"    3681";"    3016";"   664.8";"     0.2";"     9.1";"    4002";"     5.2";"     0.2";"     0.3";"     0.1";"     0.0";"     5.8";"     3.9";"     0.2"
"1597";"300012 ";"2019JJ00";"    3514";"    2820";"   694.5";"     0.2";"     8.8";"    3827";"     5.1";"     0.2";"     0.3";"     0.1";"     0.0";"     5.4";"     3.9";"     0.2"
"1598";"300012 ";"2020JJ00";"    3321";"    2620";"   701.6";"     0.2";"     9.1";"    3643";"     4.8";"     0.2";"     0.2";"     0.1";"     0.0";"     4.5";"     3.5";"     0.2"
"1599";"300012 ";"2021JJ00";"    3439";"    2780";"   658.9";"     0.2";"     9.2";"    3765";"     4.8";"     0.2";"     0.3";"     0.1";"     0.0";"     4.6";"     3.5";"     0.2"
"1600";"417400 ";"1990JJ00";"    2290";"    1697";"   593.1";"     0.1";"     8.4";"    2554";"     9.5";"     0.6";"     0.1";"     0.2";"   208.4";"     6.1";"     2.4";"     0.5"
"1601";"417400 ";"1991JJ00";"    2397";"    1801";"   596.4";"     0.1";"    13.1";"    2793";"     9.0";"     0.6";"     0.1";"     0.2";"   168.2";"     5.7";"     2.3";"     0.5"
"1602";"417400 ";"1992JJ00";"    2354";"    1735";"   619.5";"     0.1";"    13.3";"    2756";"     9.2";"     0.5";"     0.1";"     0.2";"   127.9";"     5.6";"     2.2";"     0.5"
"1603";"417400 ";"1993JJ00";"    2425";"    1803";"   621.6";"     0.1";"    13.7";"    2838";"     8.9";"     0.5";"     0.1";"     0.2";"    87.7";"     5.4";"     2.0";"     0.4"
"1604";"417400 ";"1994JJ00";"    2291";"    1673";"   618.1";"     0.1";"     9.2";"    2578";"     8.3";"     0.4";"     0.1";"     0.2";"    47.4";"     5.0";"     1.9";"     0.4"
"1605";"417400 ";"1995JJ00";"    2299";"    1738";"   560.7";"     0.1";"     7.4";"    2536";"     8.5";"     0.4";"     0.1";"     0.2";"     7.1";"     5.1";"     1.7";"     0.3"
"1606";"417400 ";"1996JJ00";"    2469";"    1907";"   562.2";"     0.1";"     7.6";"    2711";"     8.1";"     0.3";"     0.1";"     0.2";"     6.3";"     5.0";"     1.6";"     0.3"
"1607";"417400 ";"1997JJ00";"    2298";"    1729";"   569.0";"     0.1";"     7.6";"    2541";"     8.0";"     0.3";"     0.1";"     0.2";"     4.2";"     4.8";"     1.6";"     0.3"
"1608";"417400 ";"1998JJ00";"    2302";"    1732";"   570.2";"     0.1";"     7.7";"    2547";"     8.2";"     0.3";"     0.1";"     0.2";"     2.2";"     4.8";"     1.5";"     0.3"
"1609";"417400 ";"1999JJ00";"    2364";"    1811";"   552.6";"     0.1";"     8.1";"    2623";"     8.9";"     0.3";"     0.1";"     0.2";"     1.1";"     5.2";"     1.5";"     0.3"
"1610";"417400 ";"2000JJ00";"    2307";"    1744";"   562.9";"     0.1";"     7.7";"    2553";"     8.2";"     0.3";"     0.1";"     0.2";"     0.5";"     4.9";"     1.5";"     0.3"
"1611";"417400 ";"2001JJ00";"    2276";"    1705";"   570.9";"     0.1";"     7.8";"    2525";"     7.2";"     0.2";"     0.1";"     0.2";"     0.2";"     4.5";"     1.5";"     0.3"
"1612";"417400 ";"2002JJ00";"    2246";"    1694";"   552.1";"     0.1";"     8.1";"    2502";"     7.6";"     0.3";"     0.1";"     0.2";"     0.0";"     4.5";"     1.5";"     0.3"
"1613";"417400 ";"2003JJ00";"    2295";"    1734";"   561.2";"     0.1";"     7.6";"    2537";"     6.7";"     0.2";"     0.1";"     0.2";"     0.0";"     4.3";"     1.5";"     0.2"
"1614";"417400 ";"2004JJ00";"    2378";"    1803";"   574.5";"     0.1";"     8.0";"    2631";"     6.4";"     0.2";"     0.1";"     0.2";"     0.0";"     4.2";"     1.5";"     0.2"
"1615";"417400 ";"2005JJ00";"    2172";"    1602";"   570.6";"     0.1";"     7.6";"    2413";"     5.6";"     0.2";"     0.1";"     0.1";"     0.0";"     3.9";"     1.4";"     0.2"
"1616";"417400 ";"2006JJ00";"    2117";"    1582";"   535.0";"     0.1";"     7.4";"    2351";"     5.7";"     0.2";"     0.1";"     0.1";"     0.0";"     3.9";"     1.4";"     0.2"
"1617";"417400 ";"2007JJ00";"    2004";"    1437";"   566.7";"     0.1";"     7.7";"    2248";"     5.4";"     0.2";"     0.1";"     0.1";"     0.0";"     3.8";"     1.4";"     0.2"
"1618";"417400 ";"2008JJ00";"    2055";"    1485";"   570.2";"     0.1";"     7.6";"    2296";"     5.1";"     0.2";"     0.1";"     0.1";"     0.0";"     3.7";"     1.3";"     0.2"
"1619";"417400 ";"2009JJ00";"    2053";"    1489";"   563.9";"     0.1";"     8.1";"    2306";"     4.9";"     0.2";"     0.1";"     0.1";"     0.0";"     3.5";"     1.3";"     0.2"
"1620";"417400 ";"2010JJ00";"    2076";"    1495";"   581.2";"     0.1";"     7.9";"    2325";"     5.0";"     0.2";"     0.1";"     0.1";"     0.0";"     3.4";"     1.4";"     0.2"
"1621";"417400 ";"2011JJ00";"    1880";"    1298";"   582.3";"     0.1";"     7.6";"    2121";"     5.5";"     0.2";"     0.1";"     0.1";"     0.0";"     3.4";"     1.4";"     0.2"
"1622";"417400 ";"2012JJ00";"    1954";"    1360";"   593.6";"     0.1";"     7.6";"    2196";"     4.6";"     0.2";"     0.1";"     0.1";"     0.0";"     3.3";"     1.3";"     0.2"
"1623";"417400 ";"2013JJ00";"    1712";"    1182";"   529.8";"     0.1";"     7.3";"    1945";"     4.5";"     0.2";"     0.1";"     0.1";"     0.0";"     3.2";"     1.3";"     0.2"
"1624";"417400 ";"2014JJ00";"    1596";"    1025";"   571.3";"     0.1";"     7.6";"    1838";"     4.2";"     0.2";"     0.1";"     0.1";"     0.0";"     2.9";"     1.2";"     0.2"
"1625";"417400 ";"2015JJ00";"    1645";"    1052";"   593.5";"     0.1";"     7.5";"    1884";"     4.0";"     0.1";"     0.1";"     0.1";"     0.0";"     2.7";"     1.2";"     0.2"
"1626";"417400 ";"2016JJ00";"    1603";"     994";"   609.2";"     0.1";"     8.0";"    1857";"     4.0";"     0.2";"     0.1";"     0.1";"     0.0";"     2.9";"     1.3";"     0.2"
"1627";"417400 ";"2017JJ00";"    1619";"    1007";"   611.8";"     0.1";"     8.1";"    1875";"     3.9";"     0.1";"     0.1";"     0.1";"     0.0";"     2.9";"     1.3";"     0.2"
"1628";"417400 ";"2018JJ00";"    1509";"     896";"   612.7";"     0.1";"     8.6";"    1778";"     3.8";"     0.1";"     0.1";"     0.1";"     0.0";"     2.8";"     1.3";"     0.2"
"1629";"417400 ";"2019JJ00";"    1499";"     863";"   635.7";"     0.1";"     8.3";"    1761";"     3.8";"     0.2";"     0.1";"     0.1";"     0.0";"     2.8";"     1.3";"     0.2"
"1630";"417400 ";"2020JJ00";"    1449";"     812";"   637.2";"     0.1";"     8.6";"    1720";"     3.7";"     0.1";"     0.1";"     0.1";"     0.0";"     2.5";"     1.1";"     0.2"
"1631";"417400 ";"2021JJ00";"    1439";"     852";"   586.9";"     0.1";"     8.8";"    1713";"     3.7";"     0.1";"     0.1";"     0.1";"     0.0";"     2.6";"     1.1";"     0.2"
"1632";"419000 ";"1990JJ00";"     640";"     637";"     2.6";"     0.0";"     0.1";"     644";"     1.3";"     0.1";"     0.0";"     0.0";"   161.5";"     1.5";"     1.4";"     0.0"
"1633";"419000 ";"1991JJ00";"     717";"     714";"     2.7";"     0.0";"     0.2";"     722";"     1.3";"     0.1";"     0.0";"     0.0";"   130.4";"     1.4";"     1.3";"     0.0"
"1634";"419000 ";"1992JJ00";"     669";"     666";"     2.8";"     0.0";"     0.2";"     674";"     1.3";"     0.1";"     0.0";"     0.0";"    99.2";"     1.3";"     1.2";"     0.0"
"1635";"419000 ";"1993JJ00";"     718";"     715";"     2.9";"     0.0";"     0.2";"     724";"     1.6";"     0.0";"     0.0";"     0.0";"    68.0";"     1.2";"     1.1";"     0.0"
"1636";"419000 ";"1994JJ00";"     671";"     669";"     2.9";"     0.0";"     0.3";"     680";"     1.1";"     0.0";"     0.0";"     0.0";"    36.8";"     1.1";"     1.0";"     0.0"
"1637";"419000 ";"1995JJ00";"     694";"     690";"     3.9";"     0.0";"     0.3";"     704";"     1.3";"     0.1";"     0.0";"     0.0";"     5.6";"     1.1";"     0.9";"     0.0"
"1638";"419000 ";"1996JJ00";"     795";"     791";"     3.9";"     0.0";"     0.4";"     808";"     1.6";"     0.0";"     0.0";"     0.0";"     5.0";"     1.1";"     1.1";"     0.0"
"1639";"419000 ";"1997JJ00";"     703";"     699";"     4.2";"     0.0";"     0.4";"     716";"     1.2";"     0.0";"     0.0";"     0.0";"     3.3";"     1.0";"     0.9";"     0.0"
"1640";"419000 ";"1998JJ00";"     684";"     680";"     4.1";"     0.0";"     0.4";"     697";"     1.2";"     0.0";"     0.0";"     0.0";"     1.8";"     0.9";"     0.9";"     0.0"
"1641";"419000 ";"1999JJ00";"     654";"     650";"     4.1";"     0.0";"     0.4";"     667";"     1.1";"     0.0";"     0.0";"     0.0";"     0.9";"     0.9";"     0.8";"     0.0"
"1642";"419000 ";"2000JJ00";"     654";"     649";"     4.6";"     0.0";"     0.4";"     667";"     1.1";"     0.0";"     0.1";"     0.0";"     0.4";"     0.8";"     0.9";"     0.0"
"1643";"419000 ";"2001JJ00";"     698";"     693";"     4.6";"     0.0";"     0.4";"     710";"     1.2";"     0.0";"     0.1";"     0.0";"     0.2";"     0.9";"     0.8";"     0.0"
"1644";"419000 ";"2002JJ00";"     685";"     681";"     4.6";"     0.0";"     0.4";"     697";"     1.1";"     0.0";"     0.1";"     0.0";"     0.0";"     0.9";"     0.8";"     0.0"
"1645";"419000 ";"2003JJ00";"     751";"     746";"     4.4";"     0.0";"     0.4";"     763";"     1.1";"     0.0";"     0.1";"     0.0";"     0.0";"     0.9";"     0.9";"     0.0"
"1646";"419000 ";"2004JJ00";"     809";"     804";"     5.8";"     0.0";"     0.4";"     821";"     1.0";"     0.0";"     0.1";"     0.0";"     0.0";"     0.9";"     0.9";"     0.0"
"1647";"419000 ";"2005JJ00";"     736";"     731";"     4.7";"     0.0";"     0.4";"     747";"     0.8";"     0.0";"     0.1";"     0.0";"     0.0";"     0.9";"     0.8";"     0.0"
"1648";"419000 ";"2006JJ00";"     727";"     722";"     5.1";"     0.0";"     0.4";"     738";"     0.8";"     0.0";"     0.1";"     0.0";"     0.0";"     0.9";"     0.9";"     0.0"
"1649";"419000 ";"2007JJ00";"     655";"     647";"     8.4";"     0.0";"     0.4";"     667";"     0.7";"     0.0";"     0.1";"     0.0";"     0.0";"     0.9";"     0.9";"     0.0"
"1650";"419000 ";"2008JJ00";"     721";"     711";"    10.4";"     0.0";"     0.4";"     734";"     0.7";"     0.0";"     0.1";"     0.0";"     0.0";"     0.9";"     0.9";"     0.0"
"1651";"419000 ";"2009JJ00";"     741";"     732";"     8.6";"     0.0";"     0.4";"     752";"     0.7";"     0.0";"     0.1";"     0.0";"     0.0";"     1.0";"     0.9";"     0.0"
"1652";"419000 ";"2010JJ00";"     878";"     869";"     9.0";"     0.0";"     0.4";"     889";"     0.8";"     0.0";"     0.1";"     0.0";"     0.0";"     1.1";"     0.9";"     0.0"
"1653";"419000 ";"2011JJ00";"     608";"     601";"     6.4";"     0.0";"     0.3";"     617";"     0.6";"     0.0";"     0.1";"     0.0";"     0.0";"     1.0";"     0.9";"     0.0"
"1654";"419000 ";"2012JJ00";"     704";"     697";"     7.3";"     0.0";"     0.3";"     714";"     0.6";"     0.0";"     0.1";"     0.0";"     0.0";"     1.0";"     0.8";"     0.0"
"1655";"419000 ";"2013JJ00";"     736";"     728";"     8.1";"     0.0";"     0.3";"     746";"     0.6";"     0.0";"     0.1";"     0.0";"     0.0";"     1.0";"     0.8";"     0.0"
"1656";"419000 ";"2014JJ00";"     572";"     563";"     9.0";"     0.0";"     0.3";"     581";"     0.5";"     0.0";"     0.1";"     0.0";"     0.0";"     0.9";"     0.8";"     0.0"
